gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000206107	201.92141481886196	-0.36833917986389314	0.481256022137182	-0.7653705365143422	0.4440509324284626	0.9786030374784596
ENSG00000188694	502.63691340319497	-0.34699413088937076	0.4635147009015926	-0.7486151576517959	0.454089193512679	0.9786030374784596
ENSG00000157578	8110.590271235851	0.13648835439865106	0.18535389666483068	0.7363662531759904	0.4615078362495956	0.9786030374784596
ENSG00000159267	7781.9609265495765	-0.14698710864787756	0.20112002573323617	-0.7308427299171091	0.4648752203563156	0.9786030374784596
ENSG00000142185	10204.951273403136	0.10164298932410416	0.13957217908386507	0.7282467751902741	0.4664625372492931	0.9786030374784596
ENSG00000173276	10308.033389624658	0.11872581036523631	0.16524694628673484	0.71847506433931	0.472464417551609	0.9786030374784596
ENSG00000141959	18426.10949055916	-0.9028294272607749	1.268636986934114	-0.7116530863904749	0.4766796251200409	0.9786030374784596
ENSG00000186977	205.1762743972483	-0.32254592793350595	0.45757933046183735	-0.7048961927715541	0.4808748396473308	0.9786030374784596
ENSG00000182871	9225.610490648003	0.10331240322225883	0.1467074990078858	0.7042066964600467	0.48130406136766196	0.9786030374784596
ENSG00000215454	1230.476259480949	-0.1796359666584084	0.2571183000461637	-0.6986510358311955	0.4847701407979345	0.9786030374784596
ENSG00000205758	8251.06296643122	0.10311950756882533	0.14843564970040324	0.6947085001275486	0.4872380000133075	0.9786030374784596
ENSG00000206102	66.63745965252785	-0.4409599490904498	0.6401207171717074	-0.6888699853970914	0.4909050890380578	0.9786030374784596
ENSG00000243646	3084.4047234823233	-0.135710055379735	0.1987888785793361	-0.6826843450679937	0.4948063240492068	0.9786030374784596
ENSG00000186924	133.28554974063294	-0.34701837276030484	0.5106744261513744	-0.6795295691142393	0.49680237870852284	0.9786030374784596
ENSG00000160179	9339.260081515833	-0.10344485524530132	0.15397284815688048	-0.6718382915142481	0.5016866486659535	0.9786030374784596
ENSG00000206104	104.16241707533587	-0.4092252165578951	0.6139564977902578	-0.666537805252932	0.5050674076732776	0.9786030374784596
ENSG00000160185	4835.770318592734	-0.11040513240179423	0.16721990063515074	-0.6602391939143775	0.5091003441212438	0.9786030374784596
ENSG00000160182	170.86513013635505	-0.30181676782375266	0.4736014785200538	-0.6372800371461947	0.523942451782908	0.9786030374784596
ENSG00000159131	9118.22165397864	-0.10614777896629336	0.16696282445705382	-0.6357569675254068	0.5249348393788906	0.9786030374784596
ENSG00000142166	2447.623192501448	-0.1972695782987679	0.31286764606050355	-0.6305208633193704	0.5283538570170285	0.9786030374784596
ENSG00000180530	7970.868102317635	-0.11568005896656765	0.1850206339205807	-0.6252278814276617	0.5318215051690207	0.9786030374784596
ENSG00000160208	3118.8399028851045	0.13364434170377495	0.21449000994289052	0.6230795631897201	0.5332322388590156	0.9786030374784596
ENSG00000154642	3501.1478512716362	0.1069219287521334	0.1734688329713094	0.6163754429005559	0.5376467571060193	0.9786030374784596
ENSG00000184032	112.86089698734745	0.3140099074719705	0.5236758211597794	0.5996265146947897	0.5487551723706265	0.9786030374784596
ENSG00000156253	3574.812480461614	-0.10020294107125603	0.16749498143889915	-0.5982444381941633	0.5496768440846891	0.9786030374784596
ENSG00000278961	1614.4944725826745	-0.1334008424508984	0.2278607738031359	-0.5854489134937823	0.5582459075685502	0.9786030374784596
ENSG00000205927	2299.81262344857	-0.1294306593067036	0.22231135558955314	-0.5822044445883708	0.5604289799500612	0.9786030374784596
ENSG00000160305	13753.812113870405	-0.09355275023887091	0.16232883204590814	-0.5763162899639006	0.5644014141006011	0.9786030374784596
ENSG00000183255	3210.4240022420486	-0.1052881146222728	0.184593398371246	-0.5703785484815771	0.5684209758089391	0.9786030374784596
ENSG00000160299	9009.969282752207	-0.08216168278744237	0.14468488866377144	-0.5678663718529394	0.5701257076873699	0.9786030374784596
ENSG00000265590	597.6023940997077	-0.18350650560820447	0.3378017099542786	-0.5432373496067916	0.5869663938211778	0.9786030374784596
ENSG00000157617	9990.821719907855	-0.10658609552226397	0.19808182767136587	-0.5380912362092051	0.5905140624991956	0.9786030374784596
ENSG00000157538	7569.079948618493	0.0783262068970562	0.14823629138044983	0.5283875235115756	0.5972303952638809	0.9786030374784596
ENSG00000160201	6495.723747303691	-0.08620330404601487	0.16359619164156264	-0.5269273274703442	0.5982440558337736	0.9786030374784596
ENSG00000205726	25204.509095315796	0.07406171200602288	0.14178806852718745	0.5223409330230192	0.6014329739755055	0.9786030374784596
ENSG00000206106	77.5457158408968	-0.30309196988868525	0.5809912475698713	-0.5216807846184202	0.6018926057280705	0.9786030374784596
ENSG00000159110	5278.827326838773	-0.09224978300488619	0.1801629838683957	-0.5120351640727278	0.6086263995744594	0.9786030374784596
ENSG00000187026	151.1149762083588	0.2660968801893968	0.5299405584084074	0.5021259006643626	0.6155789620441283	0.9786030374784596
ENSG00000241945	2875.80952375621	-0.09501255609843114	0.19040662633164462	-0.4989981595122697	0.6177806806420185	0.9786030374784596
ENSG00000142207	2978.7457172014138	0.12004295838614334	0.2406567026803863	0.4988141076027754	0.6179103480556882	0.9786030374784596
ENSG00000244624	100.67855987906508	0.2913428065473437	0.5863605544198646	0.4968663126318131	0.6192833287142354	0.9786030374784596
ENSG00000274749	262.09586600022493	-0.2310984324748377	0.46799047222596635	-0.4938101226198751	0.6214402835414996	0.9786030374784596
ENSG00000186970	207.14603238844515	-0.20791722930644038	0.4261519079191324	-0.4878946343844488	0.6256244752611415	0.9786030374784596
ENSG00000274276	5659.316448225561	-0.08165009274049517	0.16752702579485493	-0.48738460169692094	0.6259858036673951	0.9786030374784596
ENSG00000160202	1377.3405478166383	-0.12213524787707429	0.2509467235410837	-0.48669791800281836	0.6264724208824719	0.9786030374784596
ENSG00000160194	3077.311430358621	-0.10531787936778286	0.22509060207801646	-0.467891055403902	0.639862500274371	0.9786030374784596
ENSG00000160190	4046.8294502020917	0.09674420724434678	0.2108735460497771	0.45877830129299446	0.6463933783416637	0.9786030374784596
ENSG00000198390	202.2181441698165	0.1915223627204431	0.41885546346962227	0.4572516761126917	0.6474901590283142	0.9786030374784596
ENSG00000159261	2807.829276373953	0.09241343331941126	0.20272922461883278	0.45584662740739557	0.6485002718064434	0.9786030374784596
ENSG00000231068	92.10692960133805	-0.28944378105528007	0.6365179473536141	-0.4547299604962767	0.649303523772747	0.9786030374784596
ENSG00000159140	16607.483613613877	0.06455017020207189	0.14384504506939547	0.44874795771332143	0.653613484717154	0.9786030374784596
ENSG00000183067	1147.8682522114345	0.11484907812059199	0.25684870833947104	0.44714680039892823	0.6547690698497941	0.9786030374784596
ENSG00000186925	108.5279788669307	0.2353542840094713	0.5300200549413103	0.44404788425512	0.6570079644236635	0.9786030374784596
ENSG00000186930	125.03081359064859	-0.23570199444620782	0.5347129611618788	-0.44080097466508106	0.6593570878647017	0.9786030374784596
ENSG00000212933	167.05744933893305	0.26068183084098523	0.5919929801292482	0.4403461520507748	0.659686418953054	0.9786030374784596
ENSG00000166351	1236.2670539802023	-0.11238241711894337	0.2584890335818851	-0.4347666729286698	0.6637317978488125	0.9786030374784596
ENSG00000186971	230.7795775532146	0.17752787391748762	0.4133138497853457	0.42952316746628894	0.6675425376952588	0.9786030374784596
ENSG00000187766	332.37065054425335	0.21640603756124593	0.5044389347353756	0.42900343859216716	0.6679207222914743	0.9786030374784596
ENSG00000187005	182.7619338476257	0.20812568922216776	0.4929242626393094	0.42222650617314184	0.6728596961171498	0.9786030374784596
ENSG00000157557	3328.593889477296	-0.10205696307393233	0.2459190045414132	-0.41500234300414046	0.6781401879238409	0.9786030374784596
ENSG00000142197	4448.46197272061	0.07201579032327024	0.1745232905520476	0.4126428632847326	0.6798682922085928	0.9786030374784596
ENSG00000142188	4106.635756367743	0.06589176263514523	0.163360146122638	0.40335274054957604	0.6866887480665381	0.9786030374784596
ENSG00000232263	117.76650083879363	-0.20336400935613758	0.5101281921800288	-0.3986527552752242	0.6901490839089064	0.9786030374784596
ENSG00000276289	2772.643135486086	-0.07537031291881496	0.19198272546266218	-0.3925890349622804	0.6946230394843605	0.9786030374784596
ENSG00000160180	917.6089444957138	0.09534855115351865	0.24361225855390173	0.3913947176530191	0.6955054962468894	0.9786030374784596
ENSG00000157540	22886.576683582123	-0.056124309157185394	0.1461761448351749	-0.3839498518754203	0.7010156163613113	0.9786030374784596
ENSG00000183036	823.4320639932807	-0.11163213363702626	0.29110430531835163	-0.3834781265599812	0.7013652854631791	0.9786030374784596
ENSG00000156273	6085.822693309566	0.06285179190363867	0.17264689632146696	0.36404820036040036	0.7158220166004761	0.9786030374784596
ENSG00000156261	4555.392578517928	-0.06564314512247033	0.18177761589568514	-0.36111786811056146	0.718011336441464	0.9786030374784596
ENSG00000243927	3142.73671452067	-0.059977690975797755	0.16812661434138748	-0.35674120489936695	0.7212855554045249	0.9786030374784596
ENSG00000159231	292.51621869019357	-0.13922482550428578	0.3973062495312458	-0.3504219369026979	0.7260220655390269	0.9786030374784596
ENSG00000276076	1028.0222261325473	0.0886884721162368	0.254844408846215	0.34801027229816744	0.7278324689638094	0.9786030374784596
ENSG00000249624	2192.436257821821	0.08162158687730095	0.2347003798673876	0.34776930026027003	0.7280134470394672	0.9786030374784596
ENSG00000170262	1184.8527653557746	-0.08056743433659332	0.232926999388331	-0.3458913502864173	0.7294243693666066	0.9786030374784596
ENSG00000154646	1733.2811996006508	0.07567933870779354	0.22410266956860833	0.33769940738981047	0.7355897213881887	0.9786030374784596
ENSG00000160193	3159.2351345476673	-0.06288842798681829	0.18712451253424492	-0.33607797896231967	0.7368120638403199	0.9786030374784596
ENSG00000160256	1164.4092975969095	-0.0752805137552474	0.22996764688405108	-0.3273526288382799	0.7434011910554479	0.9786030374784596
ENSG00000197683	339.069692114448	0.12360705454032445	0.3866151601890934	0.3197160051351019	0.74918362577929	0.9786030374784596
ENSG00000159212	2586.536789997578	-0.08844124292974657	0.28030505485550966	-0.31551783101213016	0.7523685147612644	0.9786030374784596
ENSG00000205439	103.77487315679898	-0.18352689095374775	0.598750498216825	-0.3065164730556722	0.759211439362177	0.9786030374784596
ENSG00000182093	9949.688627318059	-0.054069629385919686	0.17797166978693738	-0.30381031683666454	0.7612724063423408	0.9786030374784596
ENSG00000275895	7618.870157948124	0.047733400647698924	0.16140002588070504	0.29574592932828847	0.7674241187532582	0.9786030374784596
ENSG00000160298	6656.679740362297	0.052084881569295464	0.17627412601100925	0.2954766121832451	0.7676298159761725	0.9786030374784596
ENSG00000159228	1998.9153684085336	-0.07157855081808394	0.24295911387937108	-0.2946115075708689	0.7682906703865882	0.9786030374784596
ENSG00000275993	1763.8477436473604	0.09315738002048173	0.3264642671989612	0.2853524547104803	0.7753741294840966	0.9786030374784596
ENSG00000177398	11609.404046909684	-0.046871801836276775	0.1693975573680777	-0.2766970348600173	0.7820127488550923	0.9786030374784596
ENSG00000243489	333.0134158896161	0.08332991452032222	0.30863790476430136	0.26999248385890606	0.7871660359674599	0.9786030374784596
ENSG00000171587	6596.146118851805	0.06203551329405413	0.23035176753843845	0.26930773727925644	0.7876928785775049	0.9786030374784596
ENSG00000159055	764.0248047945762	-0.06747646968080344	0.25462414451166343	-0.2650042077125666	0.7910062203843538	0.9786030374784596
ENSG00000155304	1527.9948392454703	0.06556975827468117	0.2508297613866531	0.2614113967664533	0.7937752691703253	0.9786030374784596
ENSG00000188155	426.3742681343231	0.10583730758964657	0.40671829677363414	0.2602226367223211	0.7946920440059351	0.9786030374784596
ENSG00000183640	227.7837817204959	0.12496581683611029	0.48049051475169174	0.26007967483122996	0.7948023157184131	0.9786030374784596
ENSG00000241837	2389.892554355782	0.05923025631931684	0.22779062840396655	0.2600206019638227	0.7948478819694038	0.9786030374784596
ENSG00000160310	8954.712254281052	-0.04509506687670116	0.19197388952876737	-0.23490208479598285	0.8142847314081184	0.9901894515571372
ENSG00000274391	3157.7210543679344	-0.04967544944942469	0.21380661903608758	-0.23233822074067859	0.8162753286547091	0.9901894515571372
ENSG00000188992	1774.1929881927203	0.04937574457220793	0.21413500315274814	0.23058231417208758	0.8176393086388225	0.9901894515571372
ENSG00000160188	1849.8526362367847	-0.0544780668800345	0.24153863900690228	-0.225545971046387	0.8215545667941313	0.9901894515571372
ENSG00000160207	1140.6389030163461	-0.07215935021881756	0.33815664404806284	-0.2133903073883162	0.8310225399939932	0.9948680799275282
ENSG00000175894	4869.244420991225	-0.03540639358324446	0.1746828378365112	-0.20268959459189653	0.8393776566798272	0.9948680799275282
ENSG00000160224	3653.977098248526	-0.04372301002835509	0.2160931094754834	-0.2023341240934646	0.8396555244560346	0.9948680799275282
ENSG00000280071	3090.6782340830146	-0.03457039507052885	0.18625268459786562	-0.18561018406348928	0.8527504666221797	0.9948680799275282
ENSG00000183570	7070.502275612178	0.026831782857590546	0.14893327821166233	0.18015975462151254	0.8570271525649208	0.9948680799275282
ENSG00000160183	7266.480524391244	0.031327757404537755	0.1744113752887394	0.17961992073438104	0.8574509645538555	0.9948680799275282
ENSG00000154719	1162.454556229455	0.04283032445397545	0.2414624199528807	0.1773788420671565	0.8592108253767154	0.9948680799275282
ENSG00000155313	7533.220573568932	-0.028997980172030924	0.1802411180395105	-0.16088437803450764	0.8721844665393503	0.9948680799275282
ENSG00000185808	5102.432123473231	-0.026772572383465216	0.1843295979791251	-0.14524293806845467	0.8845190656695942	0.9948680799275282
ENSG00000274559	295.90122955852655	-0.05111445715548413	0.3714320935018811	-0.13761454125725744	0.8905450626143698	0.9948680799275282
ENSG00000159216	12500.15714466822	0.02219720378482287	0.16659855562184936	0.13323767245141535	0.894005418125954	0.9948680799275282
ENSG00000154723	1910.390258433032	0.025674893039915346	0.21006732476846407	0.12222221170386294	0.9027230359338572	0.9948680799275282
ENSG00000154645	5056.604944663018	0.023543961303553827	0.1928827586776356	0.12206358652772475	0.9028486599238421	0.9948680799275282
ENSG00000182362	2088.355993072678	0.02193101231387071	0.19241202798798593	0.11397942500372205	0.9092541036071725	0.9948680799275282
ENSG00000159147	6294.3664388245	-0.018472222283939094	0.16292068309870855	-0.11338168937548189	0.9097279558556708	0.9948680799275282
ENSG00000186967	120.46971315372666	0.0512479625352117	0.5770560257891109	0.0888093360867886	0.929233437887903	0.9948680799275282
ENSG00000159200	10097.80218897304	-0.012103436147658938	0.14613099580521413	-0.08282593354658487	0.9339899479838198	0.9948680799275282
ENSG00000160223	6142.640789262705	0.015172404187432976	0.19934402681030047	0.0761116569691417	0.9393302661237353	0.9948680799275282
ENSG00000183844	2316.867934533291	-0.014980179888075477	0.20053799324184493	-0.07469995907463615	0.9404534402376497	0.9948680799275282
ENSG00000240432	237.79236607358712	-0.027342714905406955	0.49088326468740223	-0.055701053330508184	0.9555799603707777	0.9948680799275282
ENSG00000182591	347.8351079864291	-0.02409261847216654	0.4955079019855559	-0.04862206712672938	0.9612204837376503	0.9948680799275282
ENSG00000173638	6131.253583180185	-0.007653020903563868	0.17177098929668005	-0.04455362884558867	0.9644631047477031	0.9948680799275282
ENSG00000160199	5900.332871777153	0.007104500095749611	0.16542647964662205	0.042946571255859295	0.9657441244807862	0.9948680799275282
ENSG00000157601	8048.181153641561	-0.006192044017200963	0.1647023399041089	-0.03759536155227681	0.9700103062542175	0.9948680799275282
ENSG00000159256	5087.011094179682	-0.006190991338323574	0.1695459575489653	-0.036515122081489916	0.9708716210732541	0.9948680799275282
ENSG00000160181	592.398704532996	-0.00876280293634844	0.25549041707916814	-0.034297971080587075	0.9726395427624602	0.9948680799275282
ENSG00000277117	2797.1421747165277	0.007553749073297113	0.22577357700863973	0.03345718827410903	0.9733100055107569	0.9948680799275282
ENSG00000221864	258.31643782831713	-0.014775452351937696	0.4818136089230537	-0.030666324234725706	0.9755356478916596	0.9948680799275282
ENSG00000184012	4755.630033716212	-0.005438873884077505	0.18117518013273426	-0.030019972272652504	0.9760511247779464	0.9948680799275282
ENSG00000206105	76.84291169657777	0.01786552986359966	0.6162793486892607	0.028989337224421232	0.9768730946839821	0.9948680799275282
